account_id,order_number,posting_number,offer_id,product_id,qty,status,created_at,delivered_at,revenue
2693456,0135475231-0160,0135475231-0160-1,KKV330,1937954397,1,Отменён,2025-03-30 13:29:18,,232539
2693456,66521743-0032,66521743-0032-1,KKV289,1937430893,1,Отменён,2025-03-28 10:24:39,,198466
2693456,66521743-0031,66521743-0031-1,KKV289,1937430893,1,Отменён,2025-03-28 10:17:25,,198466
2693456,66521743-0030,66521743-0030-1,KKV289,1937430893,1,Отменён,2025-03-28 10:12:03,,198466
2693456,66521743-0029,66521743-0029-1,KKV327,1937952837,1,Отменён,2025-03-28 10:06:28,,210578
2693456,41917073-0281,41917073-0281-1,KKV2757,2038865167,1,Доставлен,2025-06-30 13:11:14,2025-07-03 6:46:33,355062
2693456,61986572-0036,61986572-0036-1,KKV2747,2038865237,1,Отменён,2025-06-30 10:40:44,,242637
2693456,58339065-0036,58339065-0036-2,KKV3018,2189082995,1,Доставлен,2025-06-28 21:21:10,2025-06-29 14:54:37,628
2693456,04876273-0090,04876273-0090-1,KKV2750,2038865139,1,Отменён,2025-06-27 17:38:27,,263957.21
